194	202	1.0
210	235	1.0
227	77	1.0
125	118	1.0
42	42	1.0
200	24	1.0
42	144	1.0
163	7	1.0
75	31	1.0
136	42	1.0
223	85	1.0
233	132	1.0
48	190	1.0
132	26	1.0
223	244	1.0
315	29	1.0
283	184	1.0
67	132	1.0
143	27	1.0
125	247	1.0
146	7	1.0
125	155	1.0
300	24	1.0
147	177	1.0
156	178	1.0
198	54	1.0
144	190	1.0
270	44	1.0
250	29	1.0
138	192	1.0
263	11	1.0
268	54	1.0
188	42	1.0
314	43	1.0
210	230	1.0
263	14	1.0
210	185	1.0
235	7	1.0
132	42	1.0
105	234	1.0
67	31	1.0
84	31	1.0
195	24	1.0
26	19	1.0
276	29	1.0
33	41	1.0
246	45	1.0
202	155	1.0
57	45	1.0
169	154	1.0
261	25	1.0
19	12	1.0
226	218	1.0
167	59	1.0
300	27	1.0
42	94	1.0
291	135	1.0
299	29	1.0
105	247	1.0
239	191	1.0
35	26	1.0
114	80	1.0
300	89	1.0
134	135	1.0
125	24	1.0
171	113	1.0
34	26	1.0
81	45	1.0
224	191	1.0
76	45	1.0
251	111	1.0
61	91	1.0
200	31	1.0
32	157	1.0
176	60	1.0
263	8	1.0
97	24	1.0
134	206	1.0
209	244	1.0
251	109	1.0
26	18	1.0
112	88	1.0
221	103	1.0
23	116	1.0
291	219	1.0
129	155	1.0
103	44	1.0
92	155	1.0
33	82	1.0
105	186	1.0
310	245	1.0
204	7	1.0
55	11	1.0
152	155	1.0
174	177	1.0
168	44	1.0
33	2	1.0
95	238	1.0
120	218	1.0
170	247	1.0
77	104	1.0
81	42	1.0
258	204	1.0
11	25	1.0
121	190	1.0
57	43	1.0
125	190	1.0
186	213	1.0
302	127	1.0
248	149	1.0
202	243	1.0
159	94	1.0
159	42	1.0
251	115	1.0
258	87	1.0
210	232	1.0
78	241	1.0
315	25	1.0
101	87	1.0
1	145	1.0
143	45	1.0
218	28	1.0
251	107	1.0
276	31	1.0
291	185	1.0
259	7	1.0
264	8	1.0
285	93	1.0
143	25	1.0
201	26	1.0
300	28	1.0
