1	1	1
1	16	0.522
1	46	0.5185
1	112	0.5037
1	145	0.5292
1	215	0.5186
1	221	0.5182
1	253	0.5333
1	254	0.5214
1	266	0.522
1	280	0.5217
1	292	0.5164
2	2	1
2	36	0.5227
2	38	0.5361
2	49	0.5267
2	55	0.533
2	71	0.5361
2	84	0.533
2	88	0.5207
2	115	0.5232
2	197	0.5393
3	3	1
3	41	0.5392
3	119	0.5325
3	167	0.5361
3	183	0.5211
3	192	0.5157
3	211	0.5068
3	242	0.5374
3	277	0.5114
3	310	0.5083
4	4	1
4	84	0.5323
4	103	0.53
5	5	1
5	18	0.5313
5	20	0.5319
5	32	0.5295
5	35	0.5454
5	54	0.5503
5	65	0.5316
5	78	0.5323
5	81	0.5408
5	146	0.5257
5	178	0.5391
5	191	0.5333
5	202	0.5408
5	218	0.5336
5	222	0.5559
5	231	0.5269
5	252	0.5425
5	257	0.5157
5	259	0.5444
5	281	0.5353
5	284	0.5425
5	285	0.5353
5	312	0.5425
6	6	1
6	51	0.5429
6	275	0.5323
7	7	1
7	64	0.5196
7	172	0.5399
7	282	0.5216
8	8	1
8	50	0.5232
8	98	0.5421
8	172	0.5306
8	216	0.5351
8	257	0.5216
8	264	0.5192
8	294	0.528
9	4	0.5241
9	9	1
9	11	0.5284
9	18	0.5283
9	20	0.5332
9	32	0.5268
9	37	0.5238
9	51	0.5397
9	61	0.5268
9	92	0.5265
9	115	0.5238
9	136	0.5272
9	142	0.5422
9	144	0.5319
9	151	0.5501
9	152	0.5157
9	171	0.5206
9	172	0.5281
9	174	0.5434
9	187	0.5371
9	200	0.5326
9	205	0.5255
9	210	0.5351
9	212	0.5353
9	218	0.5302
9	220	0.5341
9	223	0.5265
9	230	0.5241
9	234	0.5315
9	248	0.5408
9	249	0.5166
9	251	0.5343
9	254	0.5278
9	260	0.522
9	262	0.5228
9	269	0.5137
9	271	0.5183
9	291	0.5413
9	295	0.52
9	297	0.5368
9	308	0.5386
10	10	1
10	94	0.5266
10	105	0.529
10	106	0.5323
10	107	0.5198
10	114	0.5134
10	212	0.5314
10	243	0.5328
10	265	0.5167
10	288	0.5428
11	11	1
11	34	0.5337
11	46	0.5185
11	58	0.5304
11	64	0.5166
11	74	0.529
11	78	0.5369
11	95	0.5216
11	136	0.5211
11	143	0.516
11	151	0.5476
11	153	0.5198
11	164	0.5331
11	173	0.5271
11	204	0.5248
11	228	0.5223
11	262	0.5283
11	300	0.5188
12	2	0.5296
12	12	1
12	25	0.5303
12	36	0.5171
12	56	0.5238
12	58	0.5311
12	65	0.5337
12	114	0.5132
12	126	0.5337
12	137	0.5212
12	138	0.5277
12	148	0.5238
12	155	0.5513
12	157	0.5418
12	188	0.5408
12	200	0.5323
12	201	0.5281
12	209	0.5549
12	214	0.5388
12	217	0.5273
12	228	0.5306
12	230	0.5273
12	234	0.5306
12	239	0.5361
12	263	0.5429
12	266	0.5221
12	270	0.5399
12	279	0.5296
12	281	0.5379
12	285	0.5379
12	290	0.5271
12	296	0.5295
12	307	0.5345
13	13	1
13	44	0.5354
13	45	0.5223
13	47	0.5189
13	50	0.5233
13	71	0.5355
13	82	0.5198
13	96	0.5399
13	101	0.5376
13	103	0.5367
13	146	0.5233
13	231	0.5251
13	233	0.5355
13	250	0.5283
13	260	0.5284
13	264	0.5202
13	273	0.5524
13	312	0.5473
14	14	1
14	34	0.529
14	39	0.5341
14	46	0.5171
14	77	0.5241
14	81	0.5338
14	106	0.5464
