1	1	1
1	2	0.6369
1	9	0.6021
1	35	0.6109
1	38	0.6118
1	39	0.5671
1	58	0.6307
1	61	0.601
1	72	0.7947
1	84	0.6063
1	85	0.6677
1	88	0.5992
1	103	0.6456
1	138	0.5909
1	142	0.6511
1	152	0.6397
1	155	0.603
1	156	0.5883
1	161	0.5958
1	168	0.5979
1	179	0.6027
1	181	0.5617
1	182	0.6483
1	197	0.6433
1	218	0.676
1	222	0.6176
1	224	0.6027
1	229	0.5406
1	240	0.5804
1	241	0.6245
1	243	0.6402
1	244	0.6091
1	245	0.5979
1	250	0.6243
2	1	0.6369
2	2	1
2	4	0.6539
2	21	0.6132
2	34	0.6671
2	36	0.6527
2	38	0.611
2	39	0.588
2	40	0.6054
2	41	0.6164
2	48	0.7016
2	49	0.6455
2	50	0.6816
2	51	0.6539
2	52	0.6089
2	54	0.6954
2	56	0.6081
2	58	0.6208
2	65	0.5944
2	66	0.6476
2	71	0.5711
2	72	0.6262
2	78	0.6369
2	82	0.823
2	83	0.823
2	105	0.6363
2	106	0.61
2	121	0.6382
2	127	0.6743
2	138	0.5781
2	143	0.5992
2	144	0.5924
2	153	0.5768
2	157	0.5766
2	161	0.5984
2	164	0.6526
2	165	0.612
2	168	0.7994
2	170	0.6021
2	177	0.6043
2	178	0.6211
2	180	0.6826
2	181	0.5551
2	182	0.6218
2	184	0.6616
2	199	0.6255
2	211	0.767
2	217	0.5976
2	218	0.6841
2	219	0.6399
2	220	0.5754
2	221	0.6899
2	222	0.6137
2	224	0.5974
2	226	0.6279
2	227	0.5362
2	229	0.5406
2	238	0.6539
2	239	0.5746
2	240	0.5956
2	245	0.7994
2	249	0.6325
2	250	0.7994
3	3	1
3	5	0.6181
3	15	0.6272
3	19	0.6149
3	26	0.6489
3	34	0.6503
3	43	0.7072
3	51	0.5837
3	97	0.6336
3	108	0.6692
3	109	0.6692
3	110	0.6692
3	111	0.7356
3	112	0.6692
3	116	0.6692
3	117	0.6692
3	118	0.6692
3	121	0.596
3	135	0.6828
3	139	0.61
3	155	0.6141
3	160	0.6039
3	167	0.6233
3	180	0.5966
3	201	0.6028
3	203	0.6028
3	207	0.6583
3	208	0.6438
3	209	0.6583
3	210	0.6028
3	211	0.6284
3	213	0.7243
3	221	0.6102
3	238	0.5438
3	242	0.6272
3	249	0.605
3	250	0.5853
4	2	0.6539
4	4	1
4	51	0.706
4	121	0.6389
4	147	0.563
4	168	0.562
4	180	0.6403
4	238	0.706
5	5	1
5	155	0.6177
5	167	0.618
5	227	0.556
5	238	0.5438
6	6	1
6	86	0.5673
6	148	0.5906
6	149	0.5906
6	170	0.5659
6	243	0.7007
7	6	0.571
7	7	1
7	8	0.8341
7	9	0.5899
7	10	0.7376
7	11	0.8134
7	12	0.8134
7	13	0.6905
7	18	0.645
7	19	0.6421
7	23	0.61
7	24	0.6882
7	25	0.6882
7	26	0.6918
7	27	0.6645
7	28	0.6918
7	29	0.6896
7	31	0.6573
7	42	0.6201
7	43	0.7164
7	44	0.6882
7	45	0.7164
7	47	0.6668
7	53	0.6384
7	67	0.6528
7	68	0.6926
7	71	0.5781
7	74	0.6338
7	75	0.6749
7	76	0.6338
7	87	0.6882
7	89	0.682
7	90	0.6882
7	91	0.6882
7	92	0.6374
7	93	0.7164
7	94	0.6125
7	95	0.6882
7	96	0.6882
7	105	0.6114
7	124	0.6143
7	132	0.6386
7	133	0.6386
7	138	0.603
