1	1	1
2	2	1
2	115	0.501
2	205	0.6198
3	3	1
4	4	1
5	5	1
5	100	1
5	139	0.7782
5	274	0.6929
6	6	1
6	228	1
6	281	0.879
7	7	1
7	52	0.5564
8	8	1
8	24	0.879
9	9	1
9	73	0.6929
10	10	1
10	136	0.501
10	307	0.5564
11	11	1
11	125	0.5564
11	195	0.6198
12	12	1
13	13	1
14	14	1
15	15	1
15	120	1
15	244	0.6198
16	15	0.5564
16	16	1
16	79	0.5564
16	112	0.5564
16	120	0.5564
16	244	0.6198
17	17	1
17	150	0.879
17	215	0.879
17	253	1
18	18	1
18	90	0.6198
18	156	0.879
18	196	0.879
18	208	0.6929
19	19	1
19	106	0.6198
19	132	0.5564
19	146	0.5564
19	263	0.6198
20	20	1
20	111	0.5564
21	21	1
21	117	0.879
21	145	0.879
21	207	0.7782
22	10	0.5564
22	22	1
22	129	0.5564
22	181	0.5564
22	183	0.6929
23	23	1
23	30	0.5564
23	119	0.5564
23	136	0.501
24	8	0.879
24	24	1
24	200	0.7782
24	306	0.7782
25	25	1
25	293	0.5564
26	26	1
26	160	0.5564
26	282	1
27	27	1
27	250	0.5564
28	28	1
28	55	0.6198
28	76	0.5564
28	103	0.5564
28	219	0.6198
28	233	0.5564
28	262	0.6198
29	29	1
29	31	0.6198
29	230	0.6198
29	315	0.6198
30	23	0.5564
30	30	1
30	164	0.5564
31	29	0.6198
31	31	1
32	32	1
32	82	0.6198
32	210	0.879
33	33	1
33	82	0.7782
33	197	0.5564
34	34	1
34	41	0.5564
34	270	0.6929
35	35	1
35	68	0.879
35	88	1
35	142	0.879
35	290	0.879
36	36	1
36	64	1
36	114	1
36	286	1
37	37	1
37	67	0.6198
37	104	0.7782
37	259	0.5564
37	261	0.879
37	289	0.6198
38	38	1
38	192	0.6198
38	237	0.5564
39	39	1
39	47	0.7782
39	205	0.6198
39	255	0.6929
39	312	0.879
40	40	1
40	163	0.6198
41	41	1
41	270	0.5564
42	42	1
42	285	0.5564
43	32	0.6198
43	43	1
43	169	0.6198
43	210	0.6198
43	255	0.6929
43	303	0.501
44	44	1
44	57	0.879
44	60	0.879
44	130	0.879
44	193	1
44	235	0.879
45	45	1
45	276	0.6198
46	46	1
46	49	1
46	80	0.7782
46	280	0.6198
47	39	0.7782
47	47	1
47	181	0.5564
47	205	0.6198
47	312	0.7782
48	48	1
48	238	0.501
48	247	0.5564
48	289	0.6198
49	46	1
49	49	1
49	80	0.7782
49	280	0.6198
50	50	1
50	182	0.5564
51	51	1
51	207	0.7782
51	279	0.5564
52	52	1
53	53	1
53	89	1
54	54	1
54	273	0.5564
55	28	0.6198
55	55	1
55	76	0.5564
55	219	0.879
55	236	0.6198
55	304	0.6198
56	13	0.6929
56	56	1
56	128	0.879
56	216	0.879
56	252	1
57	57	1
57	235	0.879
58	1	0.501
58	47	0.6198
58	58	1
59	59	1
59	97	1
59	141	0.7782
59	204	0.6929
59	232	0.5564
60	60	1
60	81	0.879
60	168	0.879
61	61	1
61	190	1
62	62	1
62	85	0.6929
62	153	0.6929
62	296	0.7782
63	63	1
64	36	1
64	64	1
64	114	1
64	286	1
65	65	1
66	66	1
66	192	0.5564
66	246	0.6198
66	292	0.6198
67	67	1
67	104	0.6198
67	118	0.5564
67	261	0.6929
67	301	0.5564
68	35	0.879
68	68	1
68	88	0.879
68	142	1
68	290	1
69	69	1
69	201	0.6198
69	287	0.6198
70	70	1
70	257	0.501
70	297	0.501
71	71	1
71	74	0.6198
71	137	0.6929
72	72	1
73	9	0.6929
73	73	1
74	74	1
74	129	0.5564
74	289	0.6929
75	75	1
75	204	0.5564
75	291	0.501
76	76	1
77	77	1
77	126	0.6929
77	202	0.5564
78	78	1
79	79	1
79	112	0.5564
80	4	0.5564
80	46	0.7782
80	49	0.7782
80	80	1
80	280	0.5564
81	60	0.879
81	81	1
81	168	1
82	32	0.6198
82	33	0.7782
82	82	1
82	197	0.5564
82	210	0.6198
83	83	1
83	125	0.879
83	172	0.6198
84	84	1
84	186	0.5564
84	271	0.6198
85	62	0.6929
85	85	1
85	91	0.6198
85	134	0.6198
85	296	0.7782
86	86	1
87	87	1
87	203	1
87	231	0.879
88	35	1
88	68	0.879
88	88	1
88	142	0.879
88	290	0.879
89	53	1
89	89	1
90	90	1
90	196	0.6198
90	208	0.6929
91	91	1
91	251	0.6198
92	92	1
92	266	0.501
93	93	1
94	94	1
94	313	0.879
95	95	1
96	24	0.7782
96	96	1
96	110	0.7782
96	200	0.7782
96	229	0.5564
96	294	0.7782
96	299	0.7782
97	59	1
97	97	1
97	141	0.7782
97	204	0.6929
97	232	0.5564
98	98	1
98	157	0.6929
98	189	0.5564
99	99	1
99	254	0.6198
100	5	1
100	100	1
100	139	0.7782
100	274	0.6929
101	78	0.5564
101	101	1
101	107	0.5564
