1	1	1
1	2	0.6728
2	1	0.6728
2	2	1
3	3	1
4	4	1
4	71	0.822
4	137	0.822
5	5	1
5	100	0.734
5	139	0.734
5	274	0.734
6	6	1
7	7	1
7	74	0.6411
7	190	0.9424
7	263	0.803
8	8	1
8	24	0.7713
8	45	0.8698
8	84	0.8698
8	110	0.7713
8	271	0.7713
8	278	0.8698
8	294	0.7713
9	9	1
10	10	1
10	202	0.7578
10	241	0.7578
10	305	0.606
11	11	1
11	16	0.6959
11	140	0.7235
11	172	0.7235
11	206	0.7235
12	12	1
12	134	0.9424
12	182	0.8698
13	13	1
14	14	1
15	15	1
15	120	0.822
15	244	0.822
16	11	0.6959
16	16	1
16	140	0.6959
16	172	0.6959
16	206	0.6959
17	17	1
18	18	1
19	19	1
19	97	1
20	20	1
20	112	0.734
21	21	1
22	22	1
22	39	0.803
22	51	0.803
22	122	0.9424
22	183	1
23	23	1
23	217	0.7578
24	24	1
24	110	0.7713
24	271	0.7713
24	294	0.7713
25	25	1
25	268	0.501
26	26	1
26	282	1
27	27	1
28	28	1
28	138	0.8439
28	224	0.8439
29	29	1
29	31	0.822
29	48	0.9015
29	116	0.803
29	121	0.9015
29	138	0.9015
29	230	0.9015
29	235	0.7454
29	239	0.9015
30	30	1
30	66	0.8698
30	165	0.8698
31	31	1
32	32	1
32	82	1
33	33	1
33	86	0.6152
33	93	0.6152
33	158	0.6152
33	210	0.6152
34	34	1
34	103	0.8698
34	173	0.5708
34	174	0.5708
35	35	1
36	17	0.803
36	36	1
36	64	0.8698
36	114	0.9424
36	199	0.9015
36	205	0.6959
36	228	0.7862
36	286	0.9424
37	37	1
37	261	0.9424
37	279	0.8698
38	38	1
38	176	0.7454
38	251	0.8698
38	279	0.7454
38	293	0.8698
39	22	0.803
39	39	1
39	43	0.7862
39	47	0.9424
39	51	0.9424
40	40	1
40	207	0.9015
40	213	0.9015
41	41	1
42	42	1
42	53	0.9015
43	39	0.7862
43	43	1
43	51	0.7862
43	189	0.7235
44	44	1
44	235	0.803
45	8	0.8698
45	45	1
45	84	0.8698
45	278	0.8698
46	46	1
46	49	0.8698
46	163	0.8698
47	39	0.9424
47	47	1
47	51	0.803
48	48	1
48	230	0.9015
49	46	0.8698
49	49	1
49	163	0.8698
50	50	1
50	54	0.9424
51	22	0.803
51	39	0.9424
51	43	0.7862
51	47	0.803
51	51	1
52	52	1
53	42	0.9015
53	53	1
54	50	0.9424
54	54	1
55	55	1
55	197	0.8439
55	219	1
55	238	0.8439
56	56	1
57	57	1
57	81	1
58	58	1
58	105	0.8439
59	59	1
59	97	1
60	60	1
60	168	0.8698
61	61	1
61	119	0.7454
62	62	1
62	153	0.7862
62	212	0.7862
62	220	0.7862
63	63	1
64	18	0.734
64	64	1
64	65	0.7578
64	117	0.803
64	145	0.9015
64	150	0.9424
64	228	0.7862
64	281	0.803
64	286	0.9424
65	23	0.6801
65	65	1
65	87	0.803
65	116	0.822
65	203	0.5816
65	205	0.6959
65	231	0.5816
66	30	0.8698
66	66	1
66	79	1
66	165	0.8698
67	67	1
67	104	1
67	262	0.9015
68	68	1
68	142	1
69	69	1
70	70	1
70	203	0.6959
70	231	0.6959
71	4	0.822
71	71	1
71	137	0.822
72	72	1
72	169	0.9424
72	303	0.9424
73	73	1
73	113	0.5743
73	149	0.6659
74	7	0.6411
74	74	1
74	190	0.6411
75	75	1
76	76	1
77	77	1
77	126	0.9424
78	78	1
78	101	0.8439
78	175	0.8439
78	191	0.8439
79	66	1
79	79	1
80	80	1
81	57	1
81	81	1
82	32	1
82	82	1
83	83	1
84	8	0.8698
84	45	0.8698
84	84	1
84	278	0.8698
85	85	1
85	161	0.9015
85	296	0.9015
86	33	0.6152
86	86	1
86	93	0.6152
86	158	0.6152
86	210	0.6152
87	65	0.803
87	70	0.6959
87	87	1
87	203	0.7578
87	231	0.7578
88	88	1
89	89	1
90	90	1
90	196	0.7862
91	91	1
92	92	1
92	209	0.9015
92	223	0.734
92	226	0.9015
93	33	0.6152
93	86	0.6152
93	93	1
93	158	0.6152
93	210	0.6152
94	94	1
95	95	1
95	152	0.803
95	283	0.803
96	96	1
97	19	1
97	59	1
97	97	1
97	162	0.822
97	204	0.822
98	98	1
98	179	0.7862
98	208	0.7862
99	34	0.734
99	99	1
99	103	0.734
99	173	0.5708
99	174	0.5708
99	201	0.822
99	218	1
99	265	0.822
100	5	0.734
100	100	1
100	139	0.734
100	274	0.734
101	78	0.8439
101	101	1
101	175	0.8439
101	191	0.8439
102	102	1
103	34	0.8698
103	103	1
103	157	0.822
103	173	0.5708
103	174	0.5708
103	189	0.7235
103	275	0.9424
104	67	1
104	104	1
104	262	0.9015
105	58	0.8439
105	105	1
106	106	1
107	107	1
107	269	0.9015
107	285	0.9015
108	108	1
108	147	0.8439
109	109	1
109	111	0.9015
109	240	0.9015
110	24	0.7713
110	110	1
110	271	0.7713
110	294	0.7713
111	109	0.9015
111	111	1
111	240	0.9015
112	20	0.734
112	112	1
113	113	1
113	149	0.5743
114	17	0.803
114	36	0.9424
114	114	1
114	145	0.9424
114	286	0.9424
115	115	1
115	125	0.7235
115	236	0.7235
115	291	0.7235
116	65	0.822
116	116	1
116	121	0.803
116	239	0.803
117	18	0.734
117	117	1
117	281	0.803
118	118	1
118	225	0.8439
118	289	0.8439
118	301	0.8439
119	61	0.7454
119	119	1
120	15	0.822
120	120	1
120	244	0.822
121	31	0.7235
121	116	0.803
121	121	1
121	239	0.9015
122	22	0.9424
122	122	1
122	183	0.9424
123	123	1
123	159	0.7713
124	124	1
125	115	0.7235
125	125	1
125	236	0.7235
125	291	0.7235
126	77	0.9424
126	126	1
127	127	1
127	141	1
128	128	1
129	129	1
129	198	0.9424
130	130	1
130	193	1
131	131	1
132	132	1
132	151	0.7862
132	160	0.803
132	248	0.7862
132	300	0.7862
133	133	1
133	211	0.822
133	277	0.822
134	12	0.9424
134	134	1
134	182	0.8698
135	135	1
135	167	0.9015
135	260	0.7862
136	136	1
136	151	0.7862
136	188	0.7235
136	248	0.7862
136	270	0.822
136	275	0.822
136	287	0.7235
136	300	0.7862
137	4	0.822
137	71	0.822
137	137	1
138	28	0.8439
138	31	0.7235
138	138	1
138	224	1
138	235	0.7454
138	239	0.9015
139	5	0.734
139	100	0.734
139	139	1
139	274	0.734
140	11	0.7235
140	16	0.6959
140	140	1
140	172	0.7235
140	206	0.7235
141	127	1
141	141	1
142	68	1
142	142	1
143	143	1
144	144	1
145	17	0.803
145	18	0.734
145	64	0.9015
145	114	0.9424
145	117	0.803
145	145	1
145	199	0.9015
145	228	0.7862
145	281	0.803
145	286	0.9424
146	146	1
147	108	0.8439
147	147	1
148	148	1
148	155	0.9424
149	73	0.6659
149	113	0.5743
149	149	1
150	64	0.9424
150	150	1
151	151	1
151	248	0.7862
151	300	0.7862
152	95	0.803
152	152	1
152	283	0.803
153	62	0.7862
153	153	1
153	212	0.7862
153	220	0.7862
154	154	1
155	148	0.9424
155	155	1
156	156	1
156	196	1
157	90	0.7862
157	98	0.7862
157	103	0.822
157	157	1
157	179	0.7862
157	189	0.7235
157	196	0.7862
157	208	0.7862
157	275	0.822
158	33	0.6152
158	86	0.6152
158	93	0.6152
158	158	1
158	210	0.6152
159	123	0.7713
159	159	1
160	132	0.803
160	160	1
161	85	0.9015
161	161	1
161	296	0.9015
162	97	0.822
162	162	1
162	204	0.822
163	46	0.8698
163	49	0.8698
163	163	1
164	164	1
164	284	0.5743
165	30	0.8698
165	66	0.8698
165	165	1
166	166	1
166	178	0.8698
166	272	0.8698
167	135	0.9015
167	167	1
167	260	0.7862
168	60	0.8698
168	168	1
169	72	0.9424
